"","name","network","agent","start","end","open","lat","lon"
"581","Waiheke Island, Awaroa Valley","A65812",1496,1984-12-13,2024-07-31,TRUE,-36.80698,175.11454
"582","Auckland, Henderson North","A64863",1423,1985-10-31,2024-07-31,TRUE,-36.85539,174.62383
"583","Paeroa Aws","B75362",1547,1990-09-30,2023-02-01,FALSE,-37.37065,175.68372
"584","Thames 2","B75152",1529,1957-10-01,2022-07-31,FALSE,-37.15858,175.55137
"585","Auckland, Sky Tower","A6487E",39915,2019-09-09,2022-05-10,FALSE,-36.85004,174.76242
"586","Toenepi Ews","B75752",23908,2002-06-19,2019-06-08,FALSE,-37.71958,175.58528
"587","Auckland, Mangere Ews","C64972",22719,2002-04-13,2019-01-30,FALSE,-36.96177,174.77642
"588","Holland Road, Hamilton Cws","B75735",26645,2014-04-02,2018-02-12,FALSE,-37.748,175.367
"589","North Shore, Auckland Regional Council","A64775",12328,1994-11-12,2017-06-29,FALSE,-36.786,174.736
"590","Lincoln Rd, Auckland Regional Council","A64866",22166,2001-07-18,2017-06-29,FALSE,-36.869,174.629
"591","Pakuranga, Auckland Regional Council","C64986",22167,2001-07-27,2017-06-29,FALSE,-36.907,174.893
"592","Penrose Ews, Auckland Regional Council","C64987",22254,2001-10-13,2017-06-29,FALSE,-36.904,174.816
"593","Auckland, Ardmore","C74091",1965,1969-07-14,2016-11-30,FALSE,-37.03402,174.96394
"594","Taumarunui","C85821",2250,1947-04-30,2016-11-21,FALSE,-38.88784,175.25981
"595","Taupo Wxt Aws","B86608",37869,2009-12-18,2016-07-07,FALSE,-38.684,176.072
"596","Waikeria 2","C85132",2197,1977-04-30,2016-03-30,FALSE,-38.091,175.39
"597","Musick Pt Ews, Auckland Regional Council","A64894",18195,2000-06-30,2015-08-05,FALSE,-36.85,174.901
"598","Onehunga, Auckland Regional Council","A64981",12326,1994-08-19,2011-07-21,FALSE,-36.93033,174.80114
"599","Khyber Pass, Auckland Regional Council","A6487B",22164,2001-07-12,2011-07-19,FALSE,-36.86813,174.77063
"600","Henderson, Auckland Regional Council","A64865",12327,1994-11-16,2011-07-18,FALSE,-36.86261,174.63189
"601","Wiri, Auckland Regional Council","C64985",12325,1995-05-27,2011-06-14,FALSE,-36.993,174.87
"602","Tauranga Aerodrome","B76623",1614,2009-11-13,2010-01-25,FALSE,-37.67239,176.19671
"603","Te Kuiti High School","C85314",2212,1959-02-28,2009-06-04,FALSE,-38.33356,175.15328
"604","Whakamarama 1","B75792",1589,1984-02-29,2009-04-21,FALSE,-37.75186,175.96962
"605","Auckland,Owairaka","A64971",1468,1950-12-31,2008-10-05,FALSE,-36.893,174.726
"606","Hamilton, Ruakura Ews","C75733",12616,1996-10-25,2007-02-28,FALSE,-37.77879,175.31271
"607","Manukau Heads 2","A74052",1500,1984-01-11,2005-03-31,FALSE,-37.05276,174.54436
"608","Coromandel","B65752",1513,1978-04-30,2005-03-16,FALSE,-36.736,175.502
"609","Katikati 2","B75592",1569,1979-12-31,2004-11-30,FALSE,-37.547,175.945
"610","Whatawhata","C75801",2103,1952-08-20,2004-01-31,FALSE,-37.812,175.087
"611","Waihi Gold Raws","B75382",1551,1989-12-31,2001-12-12,FALSE,-37.38833,175.87111
"612","Te Aroha","B75571",1565,1950-12-31,1999-10-31,FALSE,-37.547,175.716
"613","Auckland, Mangere","C64971",1945,1959-02-01,1998-07-31,FALSE,-36.97,174.776
"614","Hamilton, Ruakura","C75731",2101,1939-12-31,1997-03-06,FALSE,-37.78,175.313
"615","Mokau,Mohakatino Stn","C84761",2165,1971-12-31,1997-01-31,FALSE,-38.722,174.615
"616","Auckland City Edr","A6487A",1425,1990-09-30,1996-11-18,FALSE,-36.861,174.751
"617","Te Puke Edr","B76836",1646,1986-03-02,1996-09-01,FALSE,-37.82,176.322
"618","Waiuku Forest","C74371",2011,1971-12-31,1995-12-31,FALSE,-37.346,174.719
"619","Taupo N.Z.E.D.","B86602",1841,1949-12-31,1994-01-31,FALSE,-38.681,176.072
"620","Tauranga 4","B76611",1611,1969-12-31,1994-01-31,FALSE,-37.677,176.165
"621","Paeroa","B75361",1546,1970-12-31,1994-01-31,FALSE,-37.378,175.664
"622","Pureora Forest","C85551",2234,1971-12-31,1994-01-29,FALSE,-38.517,175.553
"623","Tairua Forest","B75182",1534,1970-12-31,1993-12-31,FALSE,-37.172,175.853
"624","Rotoroa Is","A65811",1495,1983-04-08,1993-12-31,FALSE,-36.815,175.197
"625","Waitoa 2","B75663",1577,1986-10-07,1993-10-31,FALSE,-37.595,175.63
"626","Hunua Edl","C75003",2032,1979-02-13,1992-01-31,FALSE,-37.082,175.071
"627","Rotorua Aero 2","B86131",1768,1971-12-31,1991-12-31,FALSE,-38.11065,176.31756
"628","Maramarua Forest","C75321",2075,1971-12-31,1991-10-20,FALSE,-37.306,175.253
"629","Te Kauwhata M.A.F.","C75412",2081,1954-01-31,1990-11-30,FALSE,-37.411,175.142
"630","Auckland City","A64878",1434,1971-12-31,1990-11-30,FALSE,-36.861,174.751
"631","Tokirima","C85901",2261,1982-12-31,1990-05-31,FALSE,-38.94,175.011
"632","Cambridge 4","C75953",2128,1975-03-10,1990-03-31,FALSE,-37.919,175.498
"633","Kinleith 2","B85285",1723,1967-07-31,1990-03-13,FALSE,-38.28,175.888
"634","Auckland, Albert Park","A64871",1427,1929-12-31,1989-12-31,FALSE,-36.853,174.767
"635","Waihi","B75381",1550,1950-12-31,1989-12-31,FALSE,-37.394,175.841
"636","Atiamuri Power Stn","B86403",1806,1970-12-31,1989-12-31,FALSE,-38.396,176.021
"637","Wairere","C85502",2231,1981-04-02,1989-12-31,FALSE,-38.535,175.007
"638","Pukekohe M.A.F.","C74282",2005,1970-06-22,1989-11-30,FALSE,-37.208,174.863
"639","Whangapoua","B65753",1514,1989-03-06,1989-10-31,FALSE,-36.757,175.598
"640","Arapuni Power Stn","C85061",2190,1950-12-31,1989-09-06,FALSE,-38.073,175.642
"641","Te Puke Dsir","B76835",1645,1972-12-31,1989-08-30,FALSE,-37.82,176.322
"642","Te Kuiti P O","C85315",2213,1982-01-10,1989-07-30,FALSE,-38.337,175.165
"643","Auckland, Rakino Is","A64792",1416,1987-01-16,1989-06-30,FALSE,-36.713,174.947
"644","Mt Te Aroha Tv Stn","B75572",1566,1970-12-31,1989-06-29,FALSE,-37.537,175.741
"645","Ngatea 3","B75241",1537,1983-11-30,1989-04-30,FALSE,-37.281,175.498
"646","Tauranga Aero","B76621",1612,1941-01-31,1989-02-28,FALSE,-37.67242,176.19635
"647","Mangakahu Valley","C85742",2248,1982-12-07,1989-02-28,FALSE,-38.743,175.402
"648","Tikitere","B86034",1747,1977-07-31,1988-12-31,FALSE,-38.06,176.345
"649","Hamilton Aero","C75832",2110,1971-12-31,1988-09-29,FALSE,-37.86672,175.32873
"650","Rotoehu Forest","B76951",1662,1950-12-31,1988-06-30,FALSE,-37.904,176.508
"651","Wairakei Power Stn","B86611",1845,1970-12-31,1988-06-29,FALSE,-38.628,176.103
"652","Whangapoua Forest","B65761",1515,1970-12-31,1988-06-29,FALSE,-36.76,175.601
"653","Wairakei Research Stn","B86612",1846,1964-05-31,1987-06-30,FALSE,-38.617,176.11
"654","Waharoa 2","B75772",1585,1983-08-08,1986-09-29,FALSE,-37.759,175.776
"655","Auckland,Otara","C64981",1948,1970-12-31,1986-07-31,FALSE,-36.956,174.872
"656","Huntly N.Z.E.D.","C75510",2085,1980-12-01,1986-07-31,FALSE,-37.544,175.147
"657","Whakamarama 2","B75793",1590,1984-02-29,1986-05-31,FALSE,-37.72,175.991
"658","Whakamarama Edr","B76603",1609,1985-05-12,1986-04-30,FALSE,-37.693,176
"659","Rukuhia","C75831",2109,1946-08-31,1984-09-30,FALSE,-37.83,175.3
"660","Taupiri","C75621",2095,1982-07-31,1984-08-30,FALSE,-37.603,175.203
"661","Port Taharoa","C84173",2135,1973-07-31,1984-05-31,FALSE,-38.171,174.707
"662","Whakarewarewa","B86124",1765,1939-12-31,1982-01-31,FALSE,-38.164,176.263
"663","Tokoroa Bcnz","B85286",1724,1972-12-31,1981-03-31,FALSE,-38.22,175.87
"664","Orere Point","C65921",1958,1976-06-30,1980-05-31,FALSE,-36.962,175.243
"665","Mercer","C75202",2065,1976-02-29,1980-04-30,FALSE,-37.277,175.042
"666","Auckland,Oratia","A64961",1462,1970-12-31,1979-06-30,FALSE,-36.904,174.62
"667","Waikeria Youth Centre","C85141",2198,1971-12-31,1977-04-30,FALSE,-38.12,175.397
"668","Purukohukohu","B86421",1815,1971-12-31,1976-05-31,FALSE,-38.426,176.215
"669","Otutira","C85681",2242,1971-12-31,1975-12-30,FALSE,-38.627,175.813
"670","Ngatea 1","B75252",1539,1970-12-31,1975-01-31,FALSE,-37.262,175.523
"671","Lake Taharoa","C84171",2133,1971-12-31,1973-07-31,FALSE,-38.152,174.719
"672","Putaruru,Puketurua","C85161",2200,1971-12-31,1973-06-30,FALSE,-38.116,175.673
"673","Waikeria No 2","C85131",2196,1971-12-31,1972-08-31,FALSE,-38.115,175.371
"674","Stratford Ews","E94334",23872,2002-06-13,2024-08-24,TRUE,-39.33546,174.30502
"675","Te Kuiti Ews","C85316",23899,2003-05-07,2024-08-24,TRUE,-38.33174,175.15356
"676","Lower Retaruke Cws","C95012",37850,2010-09-21,2024-08-24,TRUE,-39.07486,175.19667
"677","Taumarunui Ews","C85826",40983,2015-09-02,2024-08-24,TRUE,-38.86145,175.23805
"678","Awakino Ews","C84672",25726,2020-03-03,2024-08-24,TRUE,-38.62025,174.72013
"679","Manaia, Motumate Stm","E94514",43843,2022-10-01,2024-08-24,TRUE,-39.53003,174.10958
"680","Port Taharoa Aws","C84174",2136,1981-12-31,2024-08-23,TRUE,-38.17032,174.70373
"681","New Plymouth Aero Aws","C94012",2283,1991-11-02,2024-08-23,TRUE,-39.00786,174.18382
"682","Hawera Aws","E94622",25222,2004-01-29,2024-08-23,TRUE,-39.60991,174.2916
"683","Taumarunui Aws","C85835",35135,2007-12-21,2024-08-23,TRUE,-38.8873,175.33255
"684","Taumarunui","C85821",2250,1947-04-30,2016-11-21,FALSE,-38.88784,175.25981
"685","Lower Retaruke","C95022",2333,1971-12-31,2010-12-31,FALSE,-39.07674,175.19649
"686","Te Kuiti High School","C85314",2212,1959-02-28,2009-06-04,FALSE,-38.33356,175.15328
"687","Normanby Edr","E9452A",3551,1986-04-12,2004-08-02,FALSE,-39.51,174.252
"688","Stratford Dem Farm","E94333",3532,1971-12-31,2002-11-30,FALSE,-39.338,174.303
"689","New Plymouth, Highlands Intermediate","C94007",10034,1994-03-09,1998-10-29,FALSE,-39.077,174.09
"690","Mokau,Mohakatino Stn","C84761",2165,1971-12-31,1997-01-31,FALSE,-38.722,174.615
"691","Ahu Ahu Valley","E95614",3659,1981-03-31,1996-12-31,FALSE,-39.69,175.103
"692","New Plymouth, Brooklands Park","C94003",2278,1973-12-31,1993-06-30,FALSE,-39.071,174.082
"693","New Plymouth Aero","C94011",2282,1943-12-31,1991-12-31,FALSE,-39.012,174.181
"694","Tokirima","C85901",2261,1982-12-31,1990-05-31,FALSE,-38.94,175.011
"695","Oaonui Wind","E93482",3504,1983-06-30,1990-05-31,FALSE,-39.406,173.809
"696","Wairere","C85502",2231,1981-04-02,1989-12-31,FALSE,-38.535,175.007
"697","Manaia Dem Farm","E94512",3549,1971-12-31,1989-12-30,FALSE,-39.53,174.145
"698","Normanby M.A.F.","E94526",3559,1977-05-31,1989-12-30,FALSE,-39.513,174.253
"699","Kapuni","E94413",3538,1982-08-01,1989-12-29,FALSE,-39.479,174.166
"700","North Egmont","C94202",2321,1981-04-01,1989-07-31,FALSE,-39.27174,174.09523
"701","Te Kuiti P O","C85315",2213,1982-01-10,1989-07-30,FALSE,-38.337,175.165
"702","Omata","C94002",2277,1971-12-31,1989-06-30,FALSE,-39.092,174.003
"703","Dawson Falls","E94311",3523,1988-06-30,1988-11-30,FALSE,-39.324,174.103
"704","Patea Hospital","E94743",3575,1971-12-31,1987-09-30,FALSE,-39.753,174.474
"705","Pipiriki 2","E95402",3610,1984-07-31,1987-07-31,FALSE,-39.48,175.04
"706","Patea Aws","E94745",3577,1981-12-31,1987-05-24,FALSE,-39.756,174.472
"707","Te Wera Forest","C94262",2329,1971-12-31,1987-03-31,FALSE,-39.229,174.599
"708","Cape Egmont","E93271",3497,1971-12-31,1986-11-30,FALSE,-39.278,173.754
"709","Stratford Mtn House","E94313",3525,1971-12-31,1986-09-29,FALSE,-39.311,174.122
"710","Port Taharoa","C84173",2135,1973-07-31,1984-05-31,FALSE,-38.171,174.707
"711","Ruatiti Station","E95212",3591,1982-07-31,1983-05-31,FALSE,-39.234,175.174
"712","Tikorangi","C94025",2289,1979-10-31,1983-04-30,FALSE,-39.034,174.289
"713","New Plymouth","C94001",2276,1971-12-31,1973-12-31,FALSE,-39.071,174.082
"714","Lake Taharoa","C84171",2133,1971-12-31,1973-07-31,FALSE,-38.152,174.719
"715","Whanganui, Spriggens Park Ews","E95902",3715,1971-12-31,2024-08-24,TRUE,-39.93704,175.04509
"716","Palmerston North Ews","E0536D",21963,2001-03-30,2024-08-24,TRUE,-40.38195,175.60915
"717","Martinborough Ews","D15234",21938,2001-04-03,2024-08-24,TRUE,-41.25231,175.38985
"718","Baring Head","D14482",18234,2001-09-17,2024-08-24,TRUE,-41.40828,174.87146
"719","Dannevirke Ews","D06214",26958,2007-06-14,2024-08-24,TRUE,-40.20812,176.11026
"720","Akitio Ews","D06541",38057,2010-03-23,2024-08-24,TRUE,-40.57728,176.44889
"721","Pahiatua Ews","D05591",38224,2010-06-04,2024-08-24,TRUE,-40.50652,175.91586
"722","Upper Hutt, Trentham Ews","E1510M",40750,2015-01-03,2024-08-24,TRUE,-41.14027,175.04283
"723","Wellington, Greta Point Cws","E1438H",41212,2015-10-14,2024-08-24,TRUE,-41.30243,174.80574
"724","Masterton Ews","D0596I",40984,2015-10-17,2024-08-24,TRUE,-40.98155,175.67932
"725","Paraparaumu Aero Ews","E04995",12442,2016-04-07,2024-08-24,TRUE,-40.90392,174.98437
"726","Levin Ews","E0562B",41352,2016-04-08,2024-08-24,TRUE,-40.62699,175.26193
"727","Wellington Aero","E14387",3445,1971-12-31,2024-08-23,TRUE,-41.322,174.804
"728","Castlepoint Aws","D06922",2592,1985-03-14,2024-08-23,TRUE,-40.90416,176.21207
"729","Whanganui Aero Aws","E95906",3719,1987-07-31,2024-08-23,TRUE,-39.96122,175.02581
"730","Levin Aws","E05620",3275,1990-11-02,2024-08-23,TRUE,-40.61986,175.25954
"731","Palmerston North Aero Aws","E05368",3243,1991-08-31,2024-08-23,TRUE,-40.31858,175.61459
"732","Paraparaumu Aero Aws","E04994",8567,1993-03-17,2024-08-23,TRUE,-40.90455,174.98517
"733","Ngawi Aws","D15521",2685,1999-09-30,2024-08-23,TRUE,-41.5885,175.2337
"734","Wellington, Kelburn Aws","E1427P",25354,2004-04-28,2024-08-23,TRUE,-41.28445,174.76794
"735","Takapau Plains Aws","D06024",25820,2005-05-13,2024-08-23,TRUE,-40.04188,176.26855
"736","Mana Island Aws","E14073",25531,2006-11-23,2024-08-23,TRUE,-41.08676,174.77996
"737","Ohakea Aws","E05136",37257,2007-11-05,2024-08-23,TRUE,-40.20301,175.37203
"738","Cape Turnagain Aws","D06461",37256,2008-11-20,2024-08-23,TRUE,-40.48496,176.61528
"739","Masterton Aero Aws","D0596H",36735,2009-02-27,2024-08-23,TRUE,-40.97617,175.63899
"740","Flat Hills Wxt Aws","E95869",38672,2010-05-05,2024-08-23,TRUE,-39.8932,175.65799
"741","Wellington Aero Backup Aws","E1438I",41229,2013-10-03,2024-08-23,TRUE,-41.3313,174.80566
"742","Brothers Island Aws","G14142",4395,1997-02-14,2024-08-22,TRUE,-41.1033,174.44174
"743","Masterton, Te Ore Ore Cws","D05974",37662,2009-09-23,2024-08-21,TRUE,-40.957,175.707
"744","Porirua, Elsdon Park Aws","E1418H",41559,2017-04-29,2024-08-20,TRUE,-41.12683,174.83531
"745","Te Wharau, Brackenfield","D15182",31857,2007-09-01,2024-07-31,TRUE,-41.17278,175.80063
"746","Paraparaumu Aero","E04991",3145,1971-12-31,2024-02-28,FALSE,-40.907,174.984
"747","Mana Island","E14072",3334,1987-08-31,2018-07-30,FALSE,-41.09429,174.78517
"748","Kopua","D06022",2488,1971-12-31,2018-02-28,FALSE,-40.079,176.274
"749","Castlepoint Station","D06821",9874,1993-12-31,2017-06-29,FALSE,-40.8998,176.2189
"750","Waione Raws","D06433",12636,1996-09-05,2017-06-20,FALSE,-40.453,176.308
"751","Alfredton Raws","D05685",31851,2007-04-12,2017-06-08,FALSE,-40.68048,175.8575
"752","Wallaceville Ews","E1510G",17029,1998-12-10,2015-08-17,FALSE,-41.1354,175.05275
"753","Dannevirke","D06212",2534,1950-12-31,2015-07-30,FALSE,-40.21,176.109
"754","Ohakea Aero","E05231",3206,1940-02-29,2010-01-25,FALSE,-40.201,175.373
"755","East Taratahi Aws","D15064",2612,1981-12-31,2009-11-03,FALSE,-41.016,175.622
"756","Masterton, Te Ore Ore","D05973",7578,1992-08-31,2009-09-30,FALSE,-40.957,175.707
"757","Wallaceville","E15102",3477,1971-12-31,2006-08-31,FALSE,-41.135,175.052
"758","Wellington, Kelburn","E14272",3385,1930-12-31,2005-08-31,FALSE,-41.286,174.767
"759","Pahiatua","D05484",7385,1992-02-12,2004-12-31,FALSE,-40.458,175.829
"760","Masterton Intermediate School","D0596E",17466,1999-04-30,2002-06-29,FALSE,-40.958,175.67
"761","Palmerston N","E05363",3238,1939-12-31,2001-05-31,FALSE,-40.382,175.609
"762","Martinborough, Dublin Street","D15248",7336,1994-08-09,2000-04-19,FALSE,-41.217,175.45
"763","Martinborough, Huangarua Rd","D15247",2651,1986-10-02,2000-01-31,FALSE,-41.213,175.465
"764","Waione","D06432",7341,1991-10-01,1999-12-31,FALSE,-40.46,176.303
"765","Kaitoke","E15011",3460,1971-12-31,1999-08-29,FALSE,-41.08,175.191
"766","Tauherenikau","D15134",2623,1971-12-31,1994-01-31,FALSE,-41.122,175.381
"767","Wainuiomata Coast Rd","E14296",3424,1971-12-31,1994-01-31,FALSE,-41.291,174.95
"768","Waiorongomai","D15211",2639,1971-12-31,1993-12-31,FALSE,-41.261,175.148
"769","Castlepoint Light","D06921",2591,1971-12-31,1993-12-31,FALSE,-40.903,176.225
"770","Lower Hutt,Gracefield","E14290",3418,1971-12-31,1992-06-28,FALSE,-41.236,174.919
"771","Mt Bruce Res","D05765",2414,1971-12-31,1991-11-30,FALSE,-40.723,175.64
"772","Ngaumu Forest","D15081",2614,1971-12-31,1991-10-31,FALSE,-41.04,175.885
"773","Lower Hutt,Avalon","E14195",3369,1971-12-31,1991-04-30,FALSE,-41.191,174.941
"774","Waingawa","D05964",2473,1942-12-31,1991-03-30,FALSE,-40.98,175.611
"775","Levin M.A.F.","E05622",3277,1949-12-31,1991-01-31,FALSE,-40.65,175.269
"776","Palmerston N Kairanga","E05343",3232,1971-12-31,1990-09-30,FALSE,-40.342,175.468
"777","Waitarere Forest","E05521",3267,1971-12-31,1989-12-31,FALSE,-40.55,175.204
"778","Rimutaka Forest","E14393",3450,1982-04-12,1989-12-31,FALSE,-41.356,174.911
"779","Bulls,Flockhouse","E05221",3205,1971-12-31,1989-09-30,FALSE,-40.25,175.282
"780","Somes Is","E14285",3399,1975-02-04,1989-05-31,FALSE,-41.26,174.864
"781","Foxton Sunshine","E05423",3250,1985-12-10,1989-04-30,FALSE,-40.477,175.295
"782","Palmerston N Aero","E05361",3236,1971-12-31,1988-09-29,FALSE,-40.327,175.616
"783","Titahi Bay,Te Pene Av","E14187",3361,1981-11-10,1988-05-31,FALSE,-41.118,174.836
"784","Wellington High, D Pk","E1427H",3382,1979-12-31,1987-04-30,FALSE,-41.263,174.784
"785","Paraparaumu Edr","E04993",3147,1985-05-01,1987-04-30,FALSE,-40.905,174.982
"786","Wanganui Aero","E95903",3716,1978-07-31,1987-03-21,FALSE,-39.96287,175.02564
"787","Kapiti Island","E04891",3144,1971-12-31,1987-02-28,FALSE,-40.85463,174.93163
"788","Cape Palliser","D15631",2689,1972-04-19,1986-12-13,FALSE,-41.614,175.292
"789","Wharite Peak","E05282",3223,1971-12-31,1986-06-29,FALSE,-40.256,175.856
"790","Tiritea,D.S.I.R.","E05465",3266,1982-04-30,1985-12-30,FALSE,-40.406,175.635
"791","Hukanui","D05561",2392,1983-04-30,1985-06-30,FALSE,-40.583,175.665
"792","Ballantrae2 Edr","D05384",2376,1971-12-31,1985-03-28,FALSE,-40.314,175.839
"793","Massey University","E05365",3240,1971-12-31,1983-01-31,FALSE,-40.392,175.61
"794","Woodville,Ballantrae1","D05383",2375,1971-12-31,1982-12-31,FALSE,-40.307,175.826
"795","Gladstone, Arahura","D15163",2635,1971-12-31,1982-12-29,FALSE,-41.127,175.626
"796","Lower Hutt,Taita","E14192",3366,1971-12-31,1982-10-31,FALSE,-41.182,174.964
"797","Pahiatua,Mangamutu","D05481",2385,1945-12-31,1982-03-31,FALSE,-40.455,175.811
"798","Pakaraka","D15063",2611,1978-05-01,1980-10-31,FALSE,-41.006,175.687
"799","Porirua","E14185",3359,1971-12-31,1980-03-31,FALSE,-41.149,174.857
"800","Wellington,Karori","E14279",3392,1971-12-31,1979-12-31,FALSE,-41.284,174.737
"801","East Taratahi","D15062",2610,1972-06-30,1978-08-31,FALSE,-41.016,175.622
"802","Pauatahanui","E14197",3371,1972-01-02,1978-07-31,FALSE,-41.109,174.91
"803","Hokio Beach School","E05628",3283,1971-12-31,1976-05-31,FALSE,-40.597,175.192
"804","Makara","E14273",3386,1971-12-31,1975-08-31,FALSE,-41.253,174.694
"805","Paraparaumu,Wairere","E05901",3316,1971-12-31,1973-04-30,FALSE,-40.911,175.01
"806","Mangaroa At Tasman Vaccine","E15204",3496,1971-12-31,1972-08-30,FALSE,-41.195,175.015
"807","Marton,M.A.F.","E05041",3162,1955-05-31,1966-05-31,FALSE,-40.081,175.389
"808","Motu Ews","B87256",1905,1990-10-19,2024-08-24,TRUE,-38.28566,177.52941
"809","Wairoa, North Clyde Ews","D97045",3126,1991-07-31,2024-08-24,TRUE,-39.02932,177.42952
"810","Tarapounamu Ews","B86682",26719,2006-08-11,2024-08-24,TRUE,-38.61841,176.87388
"811","Gisborne Ews","D87697",24976,2012-11-29,2024-08-24,TRUE,-38.62747,177.9218
"812","Gisborne Aero Aws","D87695",2810,1989-12-12,2024-08-23,TRUE,-38.6586,177.98513
"813","Hicks Bay Aws","D78531",2692,1990-11-08,2024-08-23,TRUE,-37.56113,178.31462
"814","Mahia Aws","D97192",3142,1990-11-09,2024-08-23,TRUE,-39.11738,177.96178
"815","Mahia Radar Wxt Aws","D97182",37835,2009-10-03,2024-08-23,TRUE,-39.168,177.888
"816","Wairoa Aero Aws","D97046",41485,2012-09-17,2024-08-23,TRUE,-39.01654,177.40353
"817","Tolaga Bay Wxt Aws","D88332",37836,2009-11-17,2024-08-22,TRUE,-38.38228,178.30785
"818","Otamatuna, Te Mapou Hut Cws","B87314",37239,2009-07-08,2017-06-27,FALSE,-38.33334,177.16288
"819","Opotiki","B87023",1874,1954-12-31,2014-10-31,FALSE,-38.00638,177.28706
"820","Waimana","B87103",1883,1970-12-31,2002-06-30,FALSE,-38.146,177.079
"821","Ruatoria 2","D78931",2725,1971-12-31,1996-12-31,FALSE,-37.898,178.316
"822","Orete Point Aws","B77691",1686,1990-11-07,1994-09-30,FALSE,-37.608,177.903
"823","Mohaka School","D97112",3138,1990-02-28,1994-01-31,FALSE,-39.119,177.191
"824","Gisborne Aero","D87692",2807,1940-01-31,1993-02-28,FALSE,-38.661,177.986
"825","Port Ohope","B77911",1703,1977-06-10,1993-02-28,FALSE,-37.986,177.112
"826","Gisborne, Manutuke","D87683",2805,1965-12-31,1992-11-30,FALSE,-38.68,177.887
"827","Aniwaniwa","D87713",2815,1990-01-30,1991-10-31,FALSE,-38.748,177.164
"828","Wairoa Hospital","D97043",3124,1971-12-31,1991-07-31,FALSE,-39.045,177.413
"829","Mohaka Forest","D97004",3115,1971-12-31,1990-10-31,FALSE,-39.069,177.023
"830","East Cape Aws","D78752",2710,1981-12-31,1990-08-17,FALSE,-37.693,178.544
"831","Tuai","D87812",2833,1982-01-01,1990-07-08,FALSE,-38.809,177.15
"832","Waikaremoana Onepoto","D87811",2832,1971-12-31,1990-06-30,FALSE,-38.801,177.122
"833","Wairoa,Frasertown","D97042",3123,1971-12-31,1989-10-31,FALSE,-39,177.405
"834","Te Kaha Motels","B77765",1691,1982-06-30,1988-10-31,FALSE,-37.743,177.675
"835","Tokomaru Bay M.A.F. E.D.L.","D88123",2871,1985-01-31,1988-05-30,FALSE,-38.147,178.257
"836","Matawai M.A.F. E.D.L.","B87341",1917,1985-06-08,1988-05-17,FALSE,-38.393,177.49
"837","Mangatu Forest","D87284",2738,1972-01-01,1987-02-28,FALSE,-38.281,177.848
"838","Wharerata Forest","D87881",2842,1978-12-31,1987-02-26,FALSE,-38.883,177.876
"839","East Cape","D78751",2709,1971-12-31,1985-09-19,FALSE,-37.692,178.543
"840","Portland Is","D97381",3143,1971-12-31,1982-10-25,FALSE,-39.306,177.868
"841","Waerenga O Kuri 2","D87681",2803,1971-12-31,1980-12-18,FALSE,-38.683,177.794
"842","Tokomaru Bay 2","D88132",2873,1971-12-31,1975-12-31,FALSE,-38.133,178.317
"843","Whakapunake Tv Stn","D87862",2839,1971-12-31,1975-08-28,FALSE,-38.834,177.598
"844","Wairoa, North Clyde Ews","D97045",3126,1991-07-31,2024-08-24,TRUE,-39.02932,177.42952
"845","Whakatu Ews","D96696",15876,1997-09-11,2024-08-24,TRUE,-39.60698,176.91148
"846","Tarapounamu Ews","B86682",26719,2006-08-11,2024-08-24,TRUE,-38.61841,176.87388
"847","Dannevirke Ews","D06214",26958,2007-06-14,2024-08-24,TRUE,-40.20812,176.11026
"848","Waipawa Ews","D96962",31620,2007-06-28,2024-08-24,TRUE,-39.9515,176.61706
"849","Akitio Ews","D06541",38057,2010-03-23,2024-08-24,TRUE,-40.57728,176.44889
"850","Tutira Cws","D96286",39944,2012-11-01,2024-08-24,TRUE,-39.22428,176.83882
"851","Maraekakaho Cws","D96662",40256,2014-08-06,2024-08-24,TRUE,-39.63795,176.68206
"852","Taupo Cws","B86609",41429,2016-04-23,2024-08-24,TRUE,-38.67812,176.07956
"853","Napier Ews","D96494",41330,2016-05-13,2024-08-24,TRUE,-39.49846,176.91189
"854","Hastings Aws","D96680",3017,1981-09-30,2024-08-23,TRUE,-39.61517,176.78902
"855","Taupo Aero Aws","B86704",1858,1990-05-31,2024-08-23,TRUE,-38.74252,176.08105
"856","Napier Aero Aws","D96484",2980,1990-09-30,2024-08-23,TRUE,-39.47033,176.86463
"857","Mahia Aws","D97192",3142,1990-11-09,2024-08-23,TRUE,-39.11738,177.96178
"858","Takapau Plains Aws","D06024",25820,2005-05-13,2024-08-23,TRUE,-40.04188,176.26855
"859","Cape Turnagain Aws","D06461",37256,2008-11-20,2024-08-23,TRUE,-40.48496,176.61528
"860","Mahia Radar Wxt Aws","D97182",37835,2009-10-03,2024-08-23,TRUE,-39.168,177.888
"861","Galatea Aws","B86476",37652,2009-10-06,2024-08-23,TRUE,-38.4084,176.74233
"862","Wairoa Aero Aws","D97046",41485,2012-09-17,2024-08-23,TRUE,-39.01654,177.40353
"863","Cape Kidnappers Wxt Aws","D97601",37870,2009-12-19,2024-08-22,TRUE,-39.6452,177.0916
"864","Taihape Rec","E95683",3671,1972-08-31,2024-06-30,FALSE,-39.683,175.802
"865","Ashcott Road Cws","D96932",40280,2013-07-17,2020-06-19,FALSE,-39.95757,176.37974
